en,de,score
"Darman battled Kemp and his allies such as Gingrich, James Pinkerton, and Vin Weber.","Darman kämpfte gegen Kemp und seine Verbündeten wie Gingrich, James Pinkerton und Vin Weber.",0.1083087473390223
"The Mohawk wear three upright feathers, the Oneida two upright and one down.","Die Mohawk tragen drei aufrechte Federn, die Oneida zwei aufrecht und eine unten.",0.30083987608604973
"Under Charest, they rebounded to 20 seats in 1997.",Unter Charest stiegen sie 1997 auf 20 Sitze zurück.,0.5811223160147647
He objected to the frequent use of the racial slur nigger.,Er widersprach der häufigen Verwendung der Rasse Slur nigger.,0.19490268786904674
The Grover Tributary joins the Hancock Branch from the east near Koenig Lane and Arroyo Seco.,Der Grover Tributary verbindet die Hancock Branch von Osten in der Nähe von Koenig Lane und Arroyo Seco.,0.16576217562109175
He slid down the banking and into the infield grass as a plume of flames erupted from his car.,"Er rutschte das Ufer hinunter und ins Infield Gras, als eine Flamme aus seinem Auto ausbrach.",-1.7514258678954067
"Flying above Gaia, a winged Nike crowns the victorious Athena.","Über Gaia fliegend, krönt ein geflügelter Nike die siegreiche Athena.",0.1770882413288308
"Harold originally resided here, before relocating to the Sodor Search & Rescue Centre.","Harold wohnte ursprünglich hier, bevor er in das Sodor Search & Rescue Centre umzog.",0.7269544498660337
"Abdullah Ariff, a pioneer Malay watercolourist, drew cartoons for the newspaper.","Abdullah Ariff, Pionier des malaiischen Aquarells, zeichnete Karikaturen für die Zeitung.",0.0750894389379085
"In theology, the dominant philosophical idea of each of these epochs results in pantheism, polytheism, theism.","In der Theologie führt die vorherrschende philosophische Idee jeder dieser Epochen zu Pantheismus, Polytheismus, Theismus.",0.07506514522841756
United States Tennis Association Official Encyclopedia of Tennis.,United States Tennis Association Official Encyclopedia of Tennis.,0.4613433388535944
It also similar to the one it precedes in DC Comics Batman and Catwoman.,"Es ähnelt auch dem, dem es in DC Comics Batman und Catwoman vorausgeht.",-1.519763230942643
"Yet, as Crohmălniceanu writes, Aderca manages to avoid ""lewdness"", and instead carries out, ""with deftness"", a ""plunge into the unconscious"".","Doch, wie Crohmălniceanu schreibt, Aderca schafft es, zu vermeiden ""Unzucht"", und stattdessen führt "", mit Gewissenhaftigkeit"", ein ""Sprung in das Unbewusste"".",-0.016254251613474064
"The Tudor rose represents England, a thistle Scotland, the flax flower and shamrock Northern Ireland, and the leek and daffodil Wales.","Die Tudor Rose repräsentiert England, eine Distel Schottland, die Flachsblume und den Shamrock Nordirland und den Lauch und Narzissen Wales.",0.23607917596328767
The common Jacobite supporters fared better than the ranking individuals.,Den gemeinsamen Jakobiten ging es besser als den Ranking-Individuen.,-3.93041953422242
"The maxillary palps of the males are longer than their proboscises, whereas the females’ maxillary palps are much shorter.","Die Kieferpalmen der Männchen sind länger als ihre Wahrscheinlichkeiten, während die Weibchen die Kieferpalmen viel kürzer sind.",-0.39676845640665553
Under this they wore a white waistcoat and either blue or brown trousers.,Darunter trugen sie eine weiße Weste und entweder blaue oder braune Hose.,-0.3357203763772137
"Haroun and S.A. Mourad, Proceedings of International Colloquium on Structural Engineering, Cairo, Egypt, April 1992, pp.","Haroun and S.A. Mourad, Proceedings of International Colloquium on Structure Engineering, Cairo, Egypt, April 1992, pp.",-7.148533801843475
"Citrus includes oranges, limes, tangerines, lemons, etc.","Citrus umfasst Orangen, Limetten, Mandarinen, Zitronen, etc.",0.28735290289558985
It shares characteristics with cognitive psychology’s dissociation logic and philosophy’s forward chaining.,Es teilt Merkmale mit kognitiven Psychologie war Dissoziation Logik und Philosophie Fliegt vorwärts Verkettung.,-0.027981203613743715
"Prior to entering the naval base, Wahoo donned topside embellishments to celebrate her victory.","Bevor Wahoo in den Marinestützpunkt kam, schmuckte Wahoo Topside-Verzierungen an, um ihren Sieg zu feiern.",0.3090760385230299
"The Homeric Hymn to Demeter mentions the ""plain of Nysa"".","Die Homerische Hymne an Demeter erwähnt die ""Ebene von Nysa"".",0.4718447677852306
"Other groups immigrating from 1969 through 1979 included Pakistanis, Sri Lankans, and Ismaili Muslims and Gujarati Hindus from East Africa.","Andere Gruppen, die von 1969 bis 1979 einwanderten, waren Pakistaner, Sri Lanka und Ismaili-Muslime und Gujarati-Hindus aus Ostafrika.",0.280109225604163
Geert marries Hélène and William convinces Marianne to marry him.,"Geert heiratet Hélène und William überzeugt Marianne, ihn zu heiraten.",0.8216521621765757
"When the bonfire burnt down, they scattered the ashes, vying with each other who should scatter them most.","Als das Feuer brannte, zerstreuten sie die Asche und stritten miteinander, wer sie am meisten zerstreuen sollte.",-0.8870604272923103
"Shortly afterwards, the Spartans accused the Athenian statesman Themistocles, then in exile in Argos, of complicity in Pausanias's treason.","Kurz darauf beschuldigten die Spartaner den Athener Staatsmann Themistocles, damals im Exil in Argos, der Komplizenschaft am Verrat Pausanias.",-0.5363886655952255
"She employs Jo as governess to her two daughters, Kitty and Minnie.",Sie beschäftigt Jo als Gouvernante für ihre beiden Töchter Kitty und Minnie.,-0.046222729073976065
"Doug Ring—who was only selected in one Test—bowled 542.4 overs, while all rounders Colin McCool and Loxton bowled 399.4 and 361.2 overs respectively.","Doug Ring löste nur in einem Test ermittelt 542.4 overs, während alle rounders Colin McCool und Loxton bowled 399.4 bzw. 361.2 overs.",0.33664177441646653
They contain a brushed internal mechanical commutation to reverse motor windings' current in synchronism with rotation.,"Sie enthalten eine gebürstete interne mechanische Kommutation, um den Strom der Motorwicklungen synchron mit der Rotation umzukehren.",-1.5501754723061059
"In 2007, Tartaglione testified against Vincent Basciano and Patrick DeFilippo.",2007 bezeugte Tartaglione gegen Vincent Basciano und Patrick DeFilippo.,0.43398806286964314
"Grant, A., and Stringer, K. J., Uniting the Kingdom?","Grant, A., and Stringer, K. J., Uniting the Kingdom?",0.5376616862924936
Anoiapithecus Chororapithecus Pierolapithecus Samburupithecus Monkey Day,Anoiapithecus Chororapithecus Pierolapithecus Samburupithecus Monkey Day,0.19987544451882996
The contusion frequently heals on its own with supportive care.,Die Contusion heilt häufig alleine mit unterstützender Pflege.,0.010180974837864306
"Empire, but Alexander as well, to Cobra Commander.","Reich, aber Alexander als auch, Cobra Commander.",0.1787515867690623
"Thus, they already objected to Nkrumah's dismissal of British officers in 1961.",So lehnten sie bereits 1961 die Entlassung britischer Offiziere durch Nkrumah ab.,-0.5442326481609834
"Randall blamed the ineptitude of a ""blundering generation"" of leaders.","Randall beschuldigte die Unfähigkeit einer ""tadelnden Generation"" von Führern.",-0.21340474530673104
State finances nosedived during the third Edwards administration.,Staatliche Finanzen während der dritten Edwards-Verwaltung.,-1.7501839987694077
"Metalder then throws his severed arm at Zargen's torso, triggering the bomb and destroying him.","Dann wirft Metalder seinen durchtrennten Arm auf Zargens Oberkörper, löst die Bombe aus und zerstört ihn.",0.2510660314046763
"The controversy over Eaton dragged on into 1830 and 1831, as the other cabinet wives continued to ostracize Eaton.","Die Kontroverse um Eaton zog sich bis in die Jahre 1830 und 1831 hinein, als die anderen Kabinettsfrauen Eaton weiterhin verbannten.",-0.16432142024748975
His statues sparked similar outrage in South Africa.,Seine Statuen lösten eine ähnliche Empörung in Südafrika aus.,0.47348760060008926
"In 1977, he directed and starred in The Gauntlet opposite Locke, Pat Hingle, William Prince, Bill McKinney, and Mara Corday.","1977 drehte und spielte er in The Gauntlet gegenüber Locke, Pat Hingle, William Prince, Bill McKinney und Mara Corday.",-2.6359568221174787
"The system then began recurving, and dissipated on August 18.",Das System begann sich zu rekurvieren und zerstreute sich am 18. August.,0.1806662862744579
"Today, most cooks buy schnitzel already breaded and serve it with hummus, tahina, and other salads for a quick main meal.","Heute kaufen die meisten Köche Schnitzel bereits paniert und servieren es mit Hummus, Tahina und anderen Salaten für eine schnelle Hauptmahlzeit.",0.23728959428525878
The herd now numbers near 100 and roams a 14000 acre grassland expanse on American Prairie Reserve.,Die Herde zählt nun fast 100 und durchstreift eine 14000 Hektar große Grünfläche im amerikanischen Prairie Reserve.,-0.09312781291423801
From 1942 onwards the Vatican protested the deportations of Jews by the Nazi allied Slovakian government.,Ab 1942 protestierte der Vatikan gegen die Deportationen von Juden durch die nationalsozialistisch verbündete slowakische Regierung.,0.27210068745821103
"Horton Foote, 92, American playwright and screenwriter, after short illness.","Horton Foote, 92, amerikanischer Dramatiker und Drehbuchautor, nach kurzer Krankheit.",0.8262818641834708
He has a buzzsaw on one arm and a clamper on the other.,Er hat eine Bugsäge auf dem einen Arm und eine Klammer auf dem anderen.,0.5465332263396996
"Leaves, bark, twigs and shoots, along with garbage.","Blätter, Rinde, Zweige und Triebe, zusammen mit Müll.",0.30083987608604973
Rivers and creeks throughout the county rose significantly.,Flüsse und Bäche in der ganzen Grafschaft stiegen deutlich.,0.42226491193919324
"But somehow, a small misunderstanding arose between Mahatma Gandhi and Sree Narayana Guru, regarding the modus operandi of the Satyagraha.",Aber irgendwie entstand ein kleines Missverständnis zwischen Mahatma Gandhi und Sree Narayana Guru über den Modus operandi der Satyagraha.,0.06169146697553043
"Geelhaar, Köln, 1960 Gedichte, poems, edited by Felix Klee 1962 Some poems by Paul Klee ed Anselm Hollo.","Geelhaar, Köln, 1960 Gedichte, Gedichte, herausgegeben von Felix Klee 1962 Einige Gedichte von Paul Klee ed Anselm Hollo.",0.537051024769143
"He even jeers at Bufan's monogamous and “boring” lifestyle, which the latter laughs off.","Er jauchzt sogar über Bufan 's monogamen und langweiligen Lifestyle-, den letzteren lacht.",-0.3415604948523249
"Afterschool, Joe ignores Sarah's pleas for the doll.",Nachschule ignoriert Joe Sarahs Plädoyer für die Puppe.,-1.9928866738528965
Hearings Before the Subcommittee of the Committee on Appropriations on H.R.,Anhörung vor dem Unterausschuss des Ausschusses für Aneignungen zu H.R.,0.23495788094375633
"Afterward, he subdued Tughlaqpur's fort and the town of Salwan before besieging Loni's fort and ultimately marching on Delhi.","Danach unterwarf er Tughlaqpur Fort und die Stadt Salwan, bevor Loni Fort belagern und schließlich marschieren auf Delhi.",-0.006856498682804839
857 Doctor Ross and the Orbits Cat Squirrel / The Sunnyland 1961,857 Doktor Ross und das Orbits Cat Squirrel / The Sunnyland 1961,-2.7571053297549883
"""Easter, 1916"", a poem by the poet and playwright W.B.","""Ostern 1916"", Gedicht des Dichters und Dramatikers W.B.",0.5832192602250631
"In 1867, she wrote to Abby Kelley Foster, an abolitionist, to protest the plan to enfranchise black men first.","1867 schrieb sie an Abby Kelley Foster, einen Abolitionisten, um gegen den Plan zu protestieren, zuerst schwarze Männer zu gewinnen.",0.037040171375265864
"Archaeological Encyclopedia of the Holy Land, Continuum International Publishing Group, 2005.","Archäologische Enzyklopädie des Heiligen Landes, Continuum International Publishing Group, 2005.",0.4332091589251427
"After the firefight with Chief American Horse at the ravine, Mills sent yet another messenger, the third, to Crook.","Nach dem Brand mit Chief American Horse an der Schlucht schickte Mills einen weiteren Boten, den dritten, nach Crook.",-0.09278401752970855
"No grass, no buffalo, no pony, no Indian, all starve.","Kein Gras, kein Büffel, kein Pony, kein Inder, alle hungern.",0.505884841642481
"To the aristocracy, this rebellion represented a protest against and a reversal of their political demotion from vassals to courtiers.",Für die Aristokratie stellte diese Rebellion einen Protest gegen und eine Umkehr ihres politischen Abbruchs von Vasallen zu Höflingen dar.,0.21243107012860743
"In Mid January, the former Ag Bahanga faction military commander, Lt. Col. Hassane Fagaga, returned to ceasefire and cantonment near Kidal.","Mitte Januar kehrte der ehemalige Militärkommandeur der Ag Bahanga-Fraktion, Lt. Col. Hassane Fagaga, in Waffenruhe und Kantonment bei Kidal zurück.",0.17828884218307936
The episodes also starred James Callahan as Private Riggs and Robert Sorrells as Fergus.,Die Episoden spielten auch James Callahan als Private Riggs und Robert Sorrells als Fergus.,0.6717568380409619
"After routing the Ugandans and their Libyan allies in Entebbe, the Tanzanians revised their existing offensive designs for Kampala.",Nach der Führung der Ugander und ihrer libyschen Verbündeten in Entebbe überarbeiteten die Tansanier ihre bestehenden Offensive-Entwürfe für Kampala.,0.1400611556505981
"He romanced Laura for months to convince her that they belonged together, and she agreed to remarry.","Er romanerte Laura monatelang, um sie davon zu überzeugen, dass sie zusammen gehörten, und sie stimmte zu, wieder zu heiraten.",0.49023727064398837
"Whatever mystifies, excites curiosity; whatever in turn baffles this curiosity, works the marvelous.""","Was auch immer mystifiziert, erregt Neugier; was wiederum diese Neugier verblüfft, wirkt wunderbar "".",0.4384282491459157
Alberta has one of the greatest diversities and abundances of Late Cretaceous dinosaur fossils in the world.,Alberta hat eine der größten Verschiedenheiten und Überfüllungen von Spätkreide Dinosaurier Fossilien in der Welt.,-0.07729215589116338
"Alternative spellings with y in place of either or both is—tympani, tympany, or timpany—are occasionally encountered in older English texts.",Alternative Schreibweisen mit y anstelle von Beidem oder Beidem finden sich gelegentlich in älteren englischen Texten.,-2.5669136142879423
"Early on July 9, the JMA upgraded the depression to Tropical Storm Nakri near western Taiwan.",Am frühen 9. Juli steigerte die JMA die Depression auf den Tropensturm Nakri im Westen Taiwans.,-1.4135882436628215
"If Iran Gets Nukes by Abolghasem Bayyena, Antiwar.com, 17 January 2006","If Iran Gets Nukes by Abolghasem Bayyena, Antiwar.com, 17. Januar 2006",0.2720489528447972
"""The Assimilation of the American Indian"", The American Journal of Sociology, Vol.","""The Assimilation of the American Indian"", The American Journal of Sociology, Vol.",-0.46132359877753065
"With its reputation as a prolific breeder, the rabbit juxtaposes sexuality with innocence, as in the Playboy Bunny.","Mit seinem Ruf als produktiver Züchter stellt das Kaninchen Sexualität der Unschuld gegenüber, wie im Playboy Bunny.",-0.5780431143103245
"On November 17, 2013, an EF4 tornado touched down and ripped through Washington, Illinois.","Am 17. November 2013 landete ein EF4 Tornado durch Washington, Illinois.",0.008837500113093236
"Stomata are absent from liverworts, but occur on the sporangia of mosses and hornworts, allowing gas exchange.","Stomata fehlen bei Lebwürmern, treten aber auf der Sporangia von Moosen und Hornwürmern auf, was den Gasaustausch ermöglicht.",0.10339950372398676
"On Day 35, Cory nominated Dane and Estefania for eviction.",Am Tag 35 ernannte Cory Dane und Estefania zur Räumung.,0.2770241414366467
"Within the Odyssey, omens frequently involve birds.","Innerhalb der Odyssee, Omen häufig beteiligt Vögel.",0.028991898592652648
"Campbell's announcements and exhortations to dancers would lead to the syncopated, rhymed spoken accompaniment now known as rapping.","Campbell 's Ankündigungen und Ermahnungen an Tänzer würden zu einer synkopierten, gereimten gesprochenen Begleitung führen, die jetzt als Rapping bekannt ist.",0.6283068804898577
"Appius Claudius M. f. Sabinus Regillensis, consul in 495 BC.","Appius Claudius M. f. Sabinus Regillensis, Konsul 495 v. Chr.",0.5932361521425765
"A poll of sportswriters elected the Commodores as best team in the south, awarding them the Champ Pickens Trophy.",Eine Umfrage von Sportlern wählte die Commodores zum besten Team im Süden und verlieh ihnen die Champ Pickens Trophy.,0.902269867231639
"46256 Sir William A. Stanier, F.R.S which hauled a special train on 26 September 1964.","46256 Sir William A. Stanier, F.R.S, der am 26. September 1964 einen Sonderzug schleppte.",0.5401545831457991
"Offended by Kaoyo's rebuff, Moronō hurls insults at Hangan, accusing him of incompetence and of being late for his duties.","Moronō, der von Kaoyos Zurechtweisung beleidigt wird, wirft Hangan Beleidigungen vor und beschuldigt ihn der Inkompetenz und der Verspätung wegen seiner Pflichten.",0.3627061831564789
Cain later joined the Neo Shadow Alliance with Joshua where he sported a different outfit.,"Später trat Cain der Neo Shadow Alliance mit Joshua bei, wo er ein anderes Outfit trug.",0.18460280106843055
"He despatched Khiêm to Washington as the ambassador with Thảo, his main confidant, as his press attaché.","Er schickte Khiêm nach Washington als Botschafter mit seinem Hauptvertrauten, dem Journalisten-Attaché, zusammen.",0.12829618793078326
Chicago architecture List of concert halls List of contemporary amphitheatres Park conservancy,Chicago Architektur Liste der Konzertsäle Liste der zeitgenössischen Amphitheater Park Conservancy,0.3071292484778336
"Other malignant tumors include liposarcoma, leiomyosarcoma, malignant fibrous histiocytoma and mesothelioma.","Andere bösartige Tumoren sind Liposarkom, Leiomyosarkom, maligne faserige Histiozytom und Mesotheliom.",-0.8974525669195316
"A large number of mine seeps, outfalls, and boreholes occur within the watershed.","In der Wasserscheide treten eine große Anzahl von Bergwerken, Ausläufen und Bohrlöchern auf.",0.4143890496921429
"Insect larvae use water for breeding, feeding upon smaller copepods and amphipods that live in microscopic algae and periphyton formations.","Insektenlarven nutzen Wasser für die Zucht und ernähren sich von kleineren Kopepoden und Amphipoden, die in mikroskopischen Algen und peripheren Formationen leben.",0.1841077629696782
"Because of the encroachment of humans into tiger habitat, it also preys on domestic livestock.","Wegen des Eingreifens des Menschen in den Tigerlebensraum, wird auch auf Hausvieh geplündert.",0.5384760949012544
Sociological reasoning predates the foundation of the discipline.,Die soziologische Argumentation ist der Grundlage der Disziplin vorausgegangen.,0.15286650572342284
We kidded him a bit with our cocaine and our pills.,Wir haben ihn ein wenig mit unserem Kokain und unseren Pillen entführt.,-1.5951056769740972
"Leonardo DiCaprio as Dom Cobb, a professional thief who specializes in conning secrets from his victims by infiltrating their dreams.","Leonardo DiCaprio als Dom Cobb, ein professioneller Dieb, der sich darauf spezialisiert, Geheimnisse von seinen Opfern zu konservieren, indem er ihre Träume infiltriert.",0.1534926220455259
In it Boccaccio tells the loves of Florio and Biancafiore.,Darin erzählt Boccaccio die Liebe von Florio und Biancafiore.,0.4425187350599476
"Roof with iron arched trusses with decorative bracing, with a large central ridge light supported on foliate trusses.","Dach mit eisernen gewölbten Bügeln mit dekorativer Verankerung, mit einem großen zentralen Grat Licht auf Laub Träger unterstützt.",-0.10175574945927263
"Of these five institutions, only one in Australia—Sydney's Taronga Zoo—managed to breed echidnas, in 1977.","Von diesen fünf Institutionen, nur eine in Australien Sydney Taronga Zoo war es gelungen, Echidnas zu züchten, im Jahr 1977.",0.009893171361094228
"Consequently, other Daleks shun it, ironically for being a mutant, naming it ""the Abomination"".","Infolgedessen meiden andere Daleks es, ironischerweise weil sie ein Mutant sind, und nennen es ""den Greuel"".",0.14474153257850697
"The animals chase each other around, the fool rings his bells and the rooster caws.","Die Tiere jagen einander herum, der Narr klingelt seine Glocken und der Hahn stöhnt.",0.07429053475129872
The bumping continued with Willy T. Ribbs posting a solid run of 217.711 mph to bump Olivier Grouillard.,"Das Bumping fortgesetzt mit Willy T. Ribbs Entsendung einer soliden Lauf von 217,711 mph auf Olivier Grouillard bump.",-0.6919218591824837
"The wrestler then pulls upwards, forcing their forearm into the opponent's throat and choking them.","Der Wrestler zieht dann nach oben, zwingt seinen Unterarm in die Kehle des Gegners und würgt ihn.",-0.4291888580765175
"Lindwall returned in Australia's innings, batting at No.","Lindwall kehrte in Australiens Innings, Batting bei No.",0.08571213410801305
"Pollock, Griselda, Generations and Geographies in the Visual Arts, Routledge, London, 1996.","Pollock, Griselda, Generations and Geographies in the Visual Arts, Routledge, London, 1996.",-6.77648622715417
Paul F. Tompkins also interviews Oliver Pouch about his reelection.,Paul F. Tompkins interviewt Oliver Pouch auch über seine Wiederwahl.,0.35795103114338905
"In September 2010, the Mint released 3 million $1 circulation coins in celebration of the Saskatchewan Roughriders’ centennial.",Im September 2010 veröffentlichte die Münzstätte 3 Millionen $1 Umlauf Münzen anlässlich der Saskatchewan Roughrider hundert Jahre.,-1.859620818988897
"This resulted in about 2.9 million hospitalizations and 176,000 deaths.","Dies führte zu rund 2,9 Millionen Krankenhausaufenthalten und 176.000 Todesfällen.",0.17831272598514633
"The entire amphib recon battalion landed on Minna Shima at 0445, April 14, 1945.","Das gesamte amphib recon Bataillon landete auf Minna Shima am 0445, 14. April 1945.",0.7842225165718038
"Instead, they negotiated a conditional oath that promised neutrality.","Stattdessen verhandelten sie einen bedingten Eid, der Neutralität versprach.",0.437408787868162
"In the third, Cotto pursued the offensive more fluidly, connecting with jabs and hooks.",Im dritten verfolgte Cotto die Offensive flüssiger und verband sich mit Jabs und Haken.,0.9685503574367615
"In addition to blunt trauma, penetrating trauma can cause pulmonary contusion.",Neben stumpfen Traumata kann ein durchdringendes Trauma Lungenkontusion verursachen.,0.8737326610434989
"He soon rendezvoused at Goldsborough, North Carolina, with Union troops awaiting him there after the capture of Fort Fisher and Wilmington.","In Goldsborough, North Carolina, traf er sich bald mit Unionstruppen, die ihn dort nach der Gefangennahme von Fort Fisher und Wilmington erwarteten.",-0.18557748292505516
This may be the result of direct sphincter injury by chronic stretching of the prolapsing rectum.,Dies kann das Ergebnis einer direkten Sphinkterverletzung durch chronische Dehnung des prolapierenden Rektums sein.,0.039128719768814796
E. Taylor appointed as the Regimental Quartermaster,E. Taylor zum Regimental Quartermaster ernannt,-0.1505268799010491
"', which roughly translates to ""And helped to plow this half acre with 'hoy!",""", was in etwa übersetzt"" Und half, diese Hälfte Acre pflügen mit ""hoy!",-0.7223928401128473
The book Fear and Loathing in Las Vegas describes how the two main characters inhale diethyl ether and amyl nitrite.,"Das Buch Fear and Loathing in Las Vegas beschreibt, wie die beiden Hauptfiguren Diethylether und Amylnitrit inhalieren.",0.5236315146806133
He also fought against the Bogomil and Messalian heretics.,Er kämpfte auch gegen die Bogomil und Messalian Ketzer.,-0.0074677641634690595
This fire pinned down the Confederates while the massed V Corps of infantry organized to attack the Confederate left flank.,"Dieses Feuer fesselte die Konföderierten, während das massenhafte V-Korps der Infanterie organisierte, um die linke Flanke des Konföderats anzugreifen.",0.2053577452598082
"The Scots invaded and on 3 September 1513, she ordered Thomas Lovell to raise an army in the midland counties.","Die Schotten marschierten ein und am 3. September 1513 befahl sie Thomas Lovell, eine Armee in den Mittelländern zu erheben.",0.36449462997021076
"The Right Reverend Henry Compton, Bishop of London, preached the sermon.","Der rechte Reverend Henry Compton, Bischof von London, hielt die Predigt.",-0.0874526631230736
Mai believes him and scrounges up enough to pay him.,"Mai glaubt ihm und scrounges genug, ihn zu zahlen.",-0.33608925357946307
But yet he doth what lieth in him the perilous rock to shun.,"Er tut aber, was in ihm liegt, den gefährlichen Felsen, zu meiden.",-0.9048302243321871
The peasants killed many of the scattered plunderers.,Die Bauern töteten viele der zerstreuten Plünderer.,0.16022179940322775
The second quarter started with the Longhorns driving only six yards and being forced to punt again.,"Das zweite Quartal begann mit den Longhorns, die nur sechs Meter fuhren und gezwungen wurden, wieder zu punt.",-0.7732934953880521
Batman foils the kidnappings and heads for the Penguin's lair.,Batman filtert die Entführungen und Köpfe für die Höhle des Pinguins.,0.1841077629696782
"The replay averaged 430,000 viewers and peaked at 483,000 viewers.",Die Wiedergabe betrug durchschnittlich 430.000 Zuschauer und erreichte 483.000 Zuschauer.,0.42226491193919324
Just south of an intersection with the northern terminus of Martin Luther King Jr. Boulevard and the southern terminus of Lincoln Park Road.,Gleich südlich einer Kreuzung mit der nördlichen Endstation des Martin Luther King jr. Boulevard und der südlichen Endstation der Lincoln Park Road.,0.0561116294346665
Amir Abdul Rahman Khan tried to persuade them to convert to Islam by deputing Kafir elders.,"Amir Abdul Rahman Khan versuchte sie zu überreden, sich zum Islam zu bekehren, indem er Kafir Älteste absetzte.",-1.4638856751094746
Traditional Choral evensong is a staple of most cathedrals.,Traditioneller Chorgesang ist ein Grundpfeiler der meisten Kathedralen.,-1.953894088707124
Ten tornadoes touched down in Minnesota and Wisconsin.,Zehn Tornados landeten in Minnesota und Wisconsin.,0.30681186244059605
"Grasshoppers, locusts, silkworms, snails, eels, wild fowl, squab and other birds, venison are also eaten, albeit in moderation.","Heuschrecken, Heuschrecken, Seidenraupen, Schnecken, Aale, Wildvögel, Jungvögel und andere Vögel, Wildtiere werden ebenfalls gegessen, wenn auch in Maßen.",-1.8701041611176057
"Lulu and Tracy clash while Lulu falls for her new stepbrother, Dillon.","Lulu und Tracy treffen aufeinander, während Lulu für ihren neuen Stiefbruder Dillon fällt.",0.3756156501398955
Complete Sayings of Jesus Christ in parallel Latin and English.,Vollständige Sprüche Jesu Christi in Latein und Englisch.,0.21249815435564248
"The Fifth Test at Sydney was therefore academic but England nevertheless won by 8 wickets, Sutcliffe scoring 56 in his only innings.","Der fünfte Test in Sydney war daher akademisch, aber England dennoch durch 8 Dochte gewonnen, Sutcliffe erzielte 56 in seinen einzigen Innings.",0.07163605823261578
"Trahair and Robert Miller, Encyclopedia of Cold War Espionage, Spies, and Secret Operations.","Trahair und Robert Miller, Enzyklopädie der Spionage, Spione und geheimen Operationen des Kalten Krieges.",0.14982630946184597
Some civil aerostats could reach 100000 ft without explosion due to overloaded inner pressure.,Einige zivile Flugkörper konnten 100000 ft ohne Explosion durch überlasteten Innendruck erreichen.,-0.026539613878390433
"Political analyst Anno Bunnik later described Wilders as a ""sorcerer's apprentice"" to Bolkestein.","Der Politologe Anno Bunnik beschrieb Wilders später als ""Zauberlehrling"" bei Bolkestein.",1.128351676580143
"Murat then succeeded in bluffing Hohenlohe into capitulating, even though the Prussian was neither surrounded nor outnumbered.","Murat gelang es dann Hohenlohe zu kapitulieren, obwohl der Preußische weder umzingelt noch überzählig war.",0.23611329320609667
"With the gradual assimilation of the rules relating to fideicommissa and legacies, the fideicommissum purum lost its original purpose.",Mit der allmählichen Angleichung der Regeln für fideicommissa und Vermächtnisse verlor das fideicommissum purum seinen ursprünglichen Zweck.,0.08666118757913906
"In October 2009, Pearl Jam headlined the Austin City Limits Music Festival.",Im Oktober 2009 leitete Pearl Jam das Austin City Limits Music Festival.,0.2148289748618576
The Roundball Classic annually featured future NBA hall of famers at the Civic Arena with ESPN televising.,Die Roundball Classic jährlich vorgestellten zukünftigen NBA Halle von Berühmtheiten in der Civic Arena mit ESPN Fernsehen.,-0.08100993237926586
He lambasted the bowlers for performing at a standard akin to county cricket.,Er lambasted die Bowler für die Durchführung bei einem Standard ähnlich wie County Cricket.,0.4197955400651296
"In the course of their development, the echinus expands more and more, culminating in a linear diagonal, at 45° to the vertical.",Im Laufe ihrer Entwicklung dehnt sich der Echinus immer mehr aus und gipfelt in einer linearen Diagonale bei 45 ° zur Vertikalen.,-0.31011552985918056
"You will often hear the locals remark ""Oh, that’s the Avaiki way"".","Sie werden oft hören, die Einheimischen Bemerkung ""Oh, das war die Avaiki-Weg"".",0.27490731447890854
The WHO only recommends antibiotics in those with severe dehydration.,Die WHO empfiehlt Antibiotika nur bei Patienten mit starker Dehydratation.,-0.09305866047678546
"Caesar, Pompey and Crassus agreed on the consulship of the latter two and the extension of Caesar's governorship.","Caesar, Pompey und Crassus einigten sich auf das Konsulat der beiden letzteren und die Verlängerung des Gouvernements Caesars.",-1.4762711252451581
He even collaborated with neurophilosophers such as Patricia Churchland.,Er arbeitete sogar mit Neurophilosophern wie Patricia Churchland zusammen.,0.3335163366884135
Agent also wears synthetic stretch bulletproof fabric.,Agent trägt auch synthetische Stretch kugelfesten Stoff.,0.5664708387054819
"In 1853, the fourth Raja Bendahara Tun Ali, renounced his allegiance to the Sultan of Johor and became independent ruler of Pahang.",1853 verzichtete der vierte Raja Bendahara Tun Ali auf seine Treue zum Sultan von Johor und wurde unabhängiger Herrscher von Pahang.,0.2838257485214327
"While ironclads spread rapidly in navies worldwide, there were few pitched naval battles involving ironclads.","Während sich Ironkladen weltweit schnell in Marinen ausbreiten, gab es nur wenige aufgelegte Seeschlachten, bei denen es um Ironkladen ging.",1.128351676580143
For an excited xenon atom collides with a chlorine donor.,Für ein angeregtes Xenon-Atom kollidiert mit einem Chlorspender.,-0.8291622380125155
"Faced with Tiantian's tantrums, Xinya can only cuddle her as tears flowed freely.","Angesichts der Tantren von Tiantian kann Xinya sie nur kuscheln, wenn Tränen frei flossen.",-0.07166588711032186
"Jane C. Huch, assistant warden at DCC since 1980, became the new warden.","Jane C. Huch, seit 1980 Assistentin bei DCC, wurde die neue Aufseherin.",0.30096864794450623
